MVP - 1.5X Points,AnyFLEX,AnyFLEX,AnyFLEX,AnyFLEX
41364-29780:Zach Ertz,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-71845:Miles Sanders,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-70496:Aldrick Rosas
41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert
41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-27771:Cody Latimer
41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71845:Miles Sanders,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-6826:Eli Manning,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas
41364-70324:Carson Wentz,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-11485:Golden Tate,41364-29780:Zach Ertz,41364-6826:Eli Manning,41364-70324:Carson Wentz,41364-27771:Cody Latimer
41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-40434:Greg Ward
41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-40434:Greg Ward
41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas
41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-83074:Dallas Goedert
41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-28157:Bennie Fowler III
41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-40434:Greg Ward
41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-64401:Saquon Barkley
41364-11485:Golden Tate,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-71806:Kaden Smith
41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-6826:Eli Manning,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-29780:Zach Ertz,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-63819:Darius Slayton
41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-64907:JJ Arcega-Whiteside
41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-64907:JJ Arcega-Whiteside
41364-71845:Miles Sanders,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-11485:Golden Tate,41364-64907:JJ Arcega-Whiteside
41364-63819:Darius Slayton,41364-64401:Saquon Barkley,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas
41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas
41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-71806:Kaden Smith
41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-64907:JJ Arcega-Whiteside
41364-63819:Darius Slayton,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-41235:Jake Elliott
41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-64907:JJ Arcega-Whiteside
41364-63819:Darius Slayton,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-41235:Jake Elliott
41364-63819:Darius Slayton,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-41235:Jake Elliott
41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-64907:JJ Arcega-Whiteside
41364-63819:Darius Slayton,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-71806:Kaden Smith
41364-27477:Sterling Shepard,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-71806:Kaden Smith
41364-71845:Miles Sanders,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas
41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-83074:Dallas Goedert
41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-63819:Darius Slayton,41364-70324:Carson Wentz
41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-70324:Carson Wentz
41364-6826:Eli Manning,41364-64401:Saquon Barkley,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert
41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-41235:Jake Elliott
41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-6826:Eli Manning,41364-63819:Darius Slayton,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-64401:Saquon Barkley,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-83074:Dallas Goedert
41364-11485:Golden Tate,41364-6826:Eli Manning,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-70496:Aldrick Rosas
41364-83074:Dallas Goedert,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-70324:Carson Wentz
41364-11485:Golden Tate,41364-6826:Eli Manning,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-41235:Jake Elliott
41364-29780:Zach Ertz,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-63819:Darius Slayton,41364-41235:Jake Elliott
41364-71845:Miles Sanders,41364-29780:Zach Ertz,41364-6826:Eli Manning,41364-27477:Sterling Shepard,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-21980:Alshon Jeffery,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-70496:Aldrick Rosas
41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-41235:Jake Elliott
41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-83074:Dallas Goedert
41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-41235:Jake Elliott
41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-41235:Jake Elliott
41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-70324:Carson Wentz
41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-70496:Aldrick Rosas
41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas
41364-6826:Eli Manning,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-71806:Kaden Smith
41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-27477:Sterling Shepard,41364-41235:Jake Elliott
41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-70496:Aldrick Rosas
41364-6826:Eli Manning,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-41235:Jake Elliott
41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-71806:Kaden Smith
41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-83074:Dallas Goedert
41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-63819:Darius Slayton,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-71845:Miles Sanders,41364-64401:Saquon Barkley,41364-63819:Darius Slayton,41364-41235:Jake Elliott
41364-11485:Golden Tate,41364-6826:Eli Manning,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-71806:Kaden Smith
41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-63819:Darius Slayton,41364-83074:Dallas Goedert
41364-71845:Miles Sanders,41364-64401:Saquon Barkley,41364-6826:Eli Manning,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert
41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-6826:Eli Manning,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas
41364-71806:Kaden Smith,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-70324:Carson Wentz
41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas
41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert
41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-71806:Kaden Smith
41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-6826:Eli Manning,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert
41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-63819:Darius Slayton,41364-70496:Aldrick Rosas
41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-6826:Eli Manning,41364-63819:Darius Slayton,41364-71806:Kaden Smith
41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-41235:Jake Elliott
41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-63819:Darius Slayton,41364-83074:Dallas Goedert
41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-83074:Dallas Goedert,41364-71806:Kaden Smith
41364-71845:Miles Sanders,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-6826:Eli Manning,41364-27771:Cody Latimer
41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-11485:Golden Tate,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-71806:Kaden Smith
41364-71806:Kaden Smith,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-70324:Carson Wentz
41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-83074:Dallas Goedert,41364-70324:Carson Wentz
41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-83074:Dallas Goedert
41364-11485:Golden Tate,41364-6826:Eli Manning,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-71845:Miles Sanders,41364-29780:Zach Ertz,41364-6826:Eli Manning,41364-83074:Dallas Goedert,41364-71806:Kaden Smith
41364-71806:Kaden Smith,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-83074:Dallas Goedert,41364-70324:Carson Wentz
41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-40434:Greg Ward
41364-11485:Golden Tate,41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer
41364-71806:Kaden Smith,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-70324:Carson Wentz
41364-83074:Dallas Goedert,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-70324:Carson Wentz
41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas
41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-27771:Cody Latimer
41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-6826:Eli Manning,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith
41364-71845:Miles Sanders,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-71806:Kaden Smith
41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-70496:Aldrick Rosas
41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-28157:Bennie Fowler III
41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-28157:Bennie Fowler III
41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-27771:Cody Latimer
41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith
41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-27771:Cody Latimer
41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-27771:Cody Latimer
41364-29780:Zach Ertz,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-83074:Dallas Goedert,41364-71806:Kaden Smith
41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-6826:Eli Manning,41364-41235:Jake Elliott,41364-70496:Aldrick Rosas
41364-11485:Golden Tate,41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-83074:Dallas Goedert
41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-11485:Golden Tate,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas
41364-11485:Golden Tate,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith
41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-40434:Greg Ward
41364-6826:Eli Manning,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-41235:Jake Elliott,41364-70496:Aldrick Rosas
41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-6826:Eli Manning,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-83074:Dallas Goedert,41364-71806:Kaden Smith
41364-83074:Dallas Goedert,41364-64401:Saquon Barkley,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-70324:Carson Wentz
41364-71806:Kaden Smith,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz
41364-83074:Dallas Goedert,41364-64401:Saquon Barkley,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-64401:Saquon Barkley,41364-11485:Golden Tate,41364-27771:Cody Latimer
41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-6826:Eli Manning,41364-41235:Jake Elliott,41364-70496:Aldrick Rosas
41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-11485:Golden Tate,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas
41364-11485:Golden Tate,41364-29780:Zach Ertz,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-27771:Cody Latimer
41364-71806:Kaden Smith,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-41235:Jake Elliott,41364-70324:Carson Wentz
41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-64907:JJ Arcega-Whiteside
41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-83074:Dallas Goedert
41364-11485:Golden Tate,41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-71806:Kaden Smith
41364-6826:Eli Manning,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-64907:JJ Arcega-Whiteside
41364-21980:Alshon Jeffery,41364-6826:Eli Manning,41364-11485:Golden Tate,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas
41364-83074:Dallas Goedert,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-70324:Carson Wentz,41364-71806:Kaden Smith
41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-11485:Golden Tate,41364-70324:Carson Wentz,41364-71806:Kaden Smith
41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-70496:Aldrick Rosas
41364-64401:Saquon Barkley,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas
41364-11485:Golden Tate,41364-71845:Miles Sanders,41364-64401:Saquon Barkley,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas
41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-6826:Eli Manning,41364-27477:Sterling Shepard,41364-40434:Greg Ward
41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III
41364-70324:Carson Wentz,41364-64401:Saquon Barkley,41364-29780:Zach Ertz,41364-63819:Darius Slayton,41364-27771:Cody Latimer
41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-64401:Saquon Barkley,41364-27477:Sterling Shepard,41364-27771:Cody Latimer
41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-11485:Golden Tate,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III
41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-6826:Eli Manning,41364-63819:Darius Slayton,41364-40434:Greg Ward
41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith
41364-63819:Darius Slayton,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery
41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-83074:Dallas Goedert,41364-70496:Aldrick Rosas
41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-11485:Golden Tate,41364-27477:Sterling Shepard,41364-27771:Cody Latimer
41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-6826:Eli Manning,41364-27477:Sterling Shepard,41364-40434:Greg Ward
41364-27477:Sterling Shepard,41364-71845:Miles Sanders,41364-6826:Eli Manning,41364-29780:Zach Ertz,41364-63819:Darius Slayton
41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-41235:Jake Elliott,41364-64907:JJ Arcega-Whiteside
41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-63819:Darius Slayton,41364-41235:Jake Elliott
41364-64401:Saquon Barkley,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside
41364-64401:Saquon Barkley,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside
41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-6826:Eli Manning,41364-83074:Dallas Goedert,41364-64907:JJ Arcega-Whiteside
41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside
